,image,avg_line_length_mm,avg_line_width_mm,avg_gap_length_mm,avg_gap_width_mm,total_lines,horizontal_lines,vertical_lines,voltage,type
232,0.3kvDC_016,0.24802941919922847,0.1521242345276873,0.08458400000000002,0.01971909090909091,614,67,16,0.3,DC
233,0.3kvDC_017,0.2509988160260514,0.16328415841584157,0.06135142857142858,0.025454705882352942,606,52,22,0.3,DC
234,0.3kvDC_018,0.2536709674777377,0.15867029605263158,0.05796818181818182,0.02205864406779661,608,60,23,0.3,DC
235,0.3kvDC_019,0.2492543480301984,0.16215230031948882,0.060572857142857144,0.026029199999999995,626,51,22,0.3,DC
236,0.3kvDC_020,0.24168805298097085,0.16267987138263665,0.08240400000000002,0.02539058823529412,622,52,16,0.3,DC
237,0.3kvDC_021,0.2447993770773207,0.16633186274509804,0.04687,0.026977499999999998,612,49,28,0.3,DC
238,0.3kvDC_022,0.2603721542175002,0.1713858163265306,0.06343800000000002,0.022438965517241376,588,59,21,0.3,DC
239,0.3kvDC_023,0.2519767424664809,0.17313104477611937,0.05354625,0.03699771428571427,603,36,25,0.3,DC
240,0.3kvDC_024,0.2518570719785452,0.16667719532554257,0.05826545454545455,0.023979999999999998,599,55,23,0.3,DC
241,0.3kvDC_025,0.2552399829875016,0.166116,0.09960923076923077,0.024555849056603775,600,54,14,0.3,DC
242,0.3kvDC_026,0.26599106395855543,0.1791757731958763,0.07424823529411764,0.024555849056603775,582,54,18,0.3,DC
243,0.3kvDC_027,0.2434948583294024,0.16943113964686998,0.05218375,0.03026651162790698,623,44,25,0.3,DC
244,0.3kvDC_028,0.24704056942529407,0.1645686274509804,0.049427307692307694,0.024902307692307692,612,53,27,0.3,DC
245,0.3kvDC_029,0.2567570814222224,0.1706140791738382,0.07157666666666666,0.024555849056603782,581,54,19,0.3,DC
246,0.3kvDC_030,0.24950675408478717,0.1646509539473684,0.05082124999999999,0.029429999999999998,608,45,25,0.3,DC
247,0.3kvDC_031,0.24625728739981698,0.16282193979933113,0.053955,0.019620000000000002,598,67,25,0.3,DC
248,2kvAC_001,0.25279065374489357,0.15379078767123286,0.11653090909090912,0.016268249999999998,584,81,12,2.0,AC
249,2kvAC_002,0.2581954962411911,0.16543452100840336,0.0968423076923077,0.016859610389610393,595,78,14,2.0,AC
250,2kvAC_003,0.26358971269994974,0.17887814685314685,0.07970624999999999,0.021228196721311477,572,62,17,2.0,AC
251,2kvAC_004,0.25166945553518055,0.1586169463087248,0.11504454545454547,0.018814347826086954,596,70,12,2.0,AC
252,2kvAC_005,0.24858957770296886,0.14700358208955222,0.09684230769230773,0.017543108108108108,603,75,14,2.0,AC
253,2kvAC_006,0.2532533590442498,0.15375518272425248,0.079093125,0.01971909090909091,602,67,17,2.0,AC
254,2kvAC_007,0.24835273812751635,0.1446764665523156,0.10354999999999999,0.0173092,583,76,13,2.0,AC
255,2kvAC_008,0.24894934717727044,0.15945090604026846,0.059171428571428576,0.019972153846153844,596,66,22,2.0,AC
256,2kvAC_009,0.25126438207364854,0.15694885860306643,0.10137000000000002,0.019091029411764708,587,69,13,2.0,AC
257,2kvAC_010,0.24904230245514644,0.14759071547420965,0.17844857142857143,0.014959310344827587,601,88,8,2.0,AC
258,2kvAC_011,0.2662706014593693,0.16933847750865053,0.07559470588235294,0.020022461538461538,578,66,18,2.0,AC
259,2kvAC_012,0.2686363610434957,0.1654960502692998,0.21255000000000002,0.017587297297297296,557,75,7,2.0,AC
260,2kvAC_013,0.25043854402413634,0.1483041176470588,0.07482529411764706,0.01712447368421053,578,77,18,2.0,AC
261,2kvAC_014,0.24809497009571735,0.16086009966777406,0.062457000000000006,0.018075833333333333,602,73,21,2.0,AC
262,2kvAC_015,0.24490723774889442,0.14837288303130147,0.06392850000000001,0.015311294117647062,607,86,21,2.0,AC
263,2kvAC_016,0.25282209325828314,0.1551942,0.09296142857142857,0.017124473684210526,600,77,15,2.0,AC
264,2kvAC_017,0.26445114083663235,0.17423782006920413,0.08805642857142855,0.02539058823529412,578,52,15,2.0,AC
265,2kvAC_018,0.2476803958831634,0.16001421319796955,0.0642555,0.0175872972972973,591,75,21,2.0,AC
266,2kvAC_019,0.2642786663094813,0.16595108808290154,0.0679815789473684,0.0216365,579,61,20,2.0,AC
267,2kvAC_020,0.2634011007729569,0.16624789915966384,0.06798157894736842,0.023240357142857142,595,57,20,2.0,AC
268,2kvAC_021,0.2633371311405189,0.17346991568296796,0.128184,0.020991290322580645,593,63,11,2.0,AC
269,2kvAC_022,0.25439891910114587,0.1652955074875208,0.13988333333333333,0.02243896551724138,601,59,10,2.0,AC
270,2kvAC_023,0.24840504648483877,0.15007465346534654,0.08072812500000001,0.013556875000000001,606,97,17,2.0,AC
271,2kvAC_024,0.25916331313950286,0.16693045685279187,0.14351666666666665,0.02410111111111111,591,55,10,2.0,AC
272,2kvAC_025,0.23874898625065485,0.12910242928452578,0.07991062499999999,0.012603786407766993,601,104,17,2.0,AC
273,2kvAC_026,0.2601936602230562,0.1598940410958904,0.07520999999999999,0.019620000000000002,584,67,18,2.0,AC
274,2kvAC_027,0.2584976076163565,0.17094772575250836,0.06458250000000001,0.024247358490566036,598,54,21,2.0,AC
275,2kvAC_028,0.2647408896566962,0.1575734867256637,0.09709384615384614,0.018592285714285717,565,71,14,2.0,AC
276,2kvAC_029,0.2415219163370731,0.15042,0.07970625,0.017498918918918915,614,75,17,2.0,AC
277,2kvAC_030,0.25424182750442587,0.16792186978297163,0.0519276,0.021582,599,61,26,2.0,AC
278,2kvAC_031,0.26146220822988303,0.16443593639575968,0.055874347826086954,0.0175872972972973,566,75,24,2.0,AC
279,0.1kvDC_001,0.25336237253895133,0.16425159519725557,0.056300869565217404,0.024101111111111115,583,55,24,0.1,DC
280,0.1kvDC_002,0.24819057623555432,0.16249963815789473,0.07521,0.0208858064516129,608,63,18,0.1,DC
281,0.1kvDC_003,0.2504948115118437,0.15633198675496687,0.09179357142857143,0.026029199999999995,604,51,15,0.1,DC
282,0.1kvDC_004,0.24837602339921652,0.15732875621890546,0.09132642857142859,0.020022461538461538,603,66,15,0.1,DC
283,0.1kvDC_005,0.24508414174482998,0.15667659999999997,0.048798461538461534,0.021581999999999997,600,61,27,0.1,DC
284,0.1kvDC_006,0.2430480030706947,0.15635971014492753,0.0906257142857143,0.0325365,621,41,15,0.1,DC
285,0.1kvDC_007,0.24819947504086995,0.1661592396694215,0.06311100000000001,0.03818205882352941,605,35,21,0.1,DC
286,0.1kvDC_008,0.24224843672283877,0.15871954619124795,0.04251000000000001,0.02449415094339623,617,54,31,0.1,DC
287,0.1kvDC_009,0.23972938851730624,0.1627904716981132,0.05856272727272729,0.026029199999999995,636,51,23,0.1,DC
288,0.1kvDC_010,0.2480353227828329,0.14919645695364236,0.07030499999999999,0.023123571428571427,604,57,19,0.1,DC
289,0.1kvDC_011,0.2339357777827896,0.14360104265402845,0.1043675,0.018030416666666667,633,73,13,0.1,DC
290,0.1kvDC_012,0.2470245485657913,0.1583373954983923,0.10493727272727273,0.018861739130434787,622,70,12,0.1,DC
291,0.1kvDC_013,0.26368919793401624,0.15907923344947736,0.08458400000000003,0.023919444444444448,574,55,16,0.1,DC
292,0.1kvDC_014,0.2341070896006978,0.14217569858712714,0.048455454545454545,0.022326206896551726,637,59,12,0.1,DC
293,0.1kvDC_015,0.2436103417197181,0.15849063829787235,0.06088428571428571,0.02822152173913044,611,47,22,0.1,DC
294,0.1kvDC_016,0.23093700945232443,0.14657114906832297,0.106275,0.022058644067796607,644,60,13,0.1,DC
295,0.1kvDC_017,0.2500534932399901,0.1620249751243781,0.07540235294117646,0.020991290322580645,603,63,18,0.1,DC
296,0.1kvDC_018,0.2438153646579265,0.16233519607843136,0.09558461538461538,0.02398,612,55,14,0.1,DC
297,0.1kvDC_019,0.244593061674285,0.1648545631067961,0.05587434782608695,0.027551489361702125,618,48,24,0.1,DC
298,0.1kvDC_020,0.24575609459017245,0.15599854604200325,0.063765,0.023544000000000002,619,56,21,0.1,DC
299,0.1kvDC_021,0.24946194822621273,0.16529045901639344,0.06903333333333334,0.028776000000000003,610,46,19,0.1,DC
300,0.1kvDC_022,0.248628256883187,0.15826372549019604,0.06660473684210526,0.024432452830188682,612,54,20,0.1,DC
301,0.1kvDC_023,0.2408701724167773,0.15460559999999998,0.10600250000000001,0.026426938775510205,625,50,13,0.1,DC
302,0.1kvDC_024,0.24351469550449695,0.1558664262295082,0.06763736842105264,0.023181964285714285,610,57,20,0.1,DC
303,0.1kvDC_025,0.23722511327504572,0.14361964968152865,0.061662857142857144,0.027113749999999995,628,49,22,0.1,DC
304,0.1kvDC_026,0.24376535100681873,0.16732387622149836,0.04759666666666667,0.027621063829787233,614,48,28,0.1,DC
305,0.1kvDC_027,0.24390476574181424,0.15700132701421798,0.09132642857142856,0.020885806451612907,633,63,15,0.1,DC
306,0.1kvDC_028,0.2513864195181325,0.16081353535353532,0.057225,0.018766956521739132,594,70,23,0.1,DC
307,0.1kvDC_029,0.24447601731859045,0.160120128,0.05340999999999999,0.0317429268292683,625,42,25,0.1,DC
308,0.1kvDC_030,0.2556582098266531,0.16551659284497447,0.06780947368421054,0.02354400000000001,587,56,20,0.1,DC
309,0.1kvDC_031,0.24218863579194602,0.15995029548989112,0.07970625,0.03174292682926829,643,42,17,0.1,DC
310,3kvAC_001,0.23986321613625028,0.14497915966386557,0.10736499999999999,0.02093854838709678,595,63,13,3.0,AC
311,3kvAC_002,0.23493303038520802,0.14319897520661157,0.07597941176470588,0.01782821917808219,605,74,18,3.0,AC
312,3kvAC_003,0.2585302927410997,0.1592120347826087,0.06376499999999999,0.015057209302325581,575,87,21,3.0,AC
313,3kvAC_004,0.2377672297055639,0.14614170357751277,0.083276,0.01411076086956522,587,93,16,3.0,AC
314,3kvAC_005,0.25942290480634284,0.16484153846153846,0.09249428571428572,0.01647417721518988,585,80,15,3.0,AC
315,3kvAC_006,0.2451452896647301,0.15745528399311529,0.0511428,0.0208858064516129,581,63,26,3.0,AC
316,3kvAC_007,0.2381273125189381,0.15333751243781094,0.08992500000000003,0.01606740740740741,603,82,15,3.0,AC
317,3kvAC_008,0.23770516089584512,0.1485277157360406,0.09483,0.01545464285714286,591,85,14,3.0,AC
318,3kvAC_009,0.22915569494026075,0.14155535545023698,0.1398833333333333,0.01833042253521127,633,72,10,3.0,AC
319,3kvAC_010,0.23649258673772794,0.14345347826086957,0.14242666666666667,0.013994193548387098,598,94,10,3.0,AC
320,3kvAC_011,0.24903973478759775,0.16080640677966102,0.05601652173913046,0.021691,590,61,24,3.0,AC
321,3kvAC_012,0.24444792221418565,0.1506651107325383,0.1821857142857143,0.018030416666666663,587,73,8,3.0,AC
322,3kvAC_013,0.23889764180931788,0.1451768205128205,0.1153418181818182,0.016817142857142857,585,78,12,3.0,AC
323,3kvAC_014,0.2519454157175067,0.16105598615916955,0.12589500000000003,0.020022461538461538,578,66,11,3.0,AC
324,3kvAC_015,0.24494259927202594,0.1630939932885906,0.11623363636363639,0.02398,596,55,12,3.0,AC
325,3kvAC_016,0.23731924287682649,0.1529729900332226,0.09062571428571428,0.023181964285714285,602,57,15,3.0,AC
326,3kvAC_017,0.23687295066664268,0.14975745098039214,0.08589200000000001,0.02205864406779661,612,60,16,3.0,AC
327,3kvAC_018,0.24599652876490968,0.16422666666666666,0.085674,0.021335409836065574,603,62,16,3.0,AC
328,3kvAC_019,0.24909779596141013,0.16228067796610168,0.040057499999999996,0.022058644067796614,590,60,33,3.0,AC
329,3kvAC_020,0.2370660795121807,0.14455692821368946,0.08000600000000001,0.020885806451612907,599,63,16,3.0,AC
330,3kvAC_021,0.22704738549682216,0.15086356466876968,0.07175833333333333,0.021691000000000002,634,61,19,3.0,AC
331,3kvAC_022,0.2240281136451524,0.1312395737704918,0.06419526315789474,0.016268249999999998,610,81,20,3.0,AC
332,3kvAC_023,0.23381655411782495,0.1519664039408867,0.08072812499999998,0.020938548387096776,609,63,17,3.0,AC
333,3kvAC_024,0.23445296168388388,0.1495799024390244,0.0645825,0.019375970149253734,615,68,21,3.0,AC
334,3kvAC_025,0.2424918078935404,0.16351075657894734,0.07012333333333333,0.023662909090909092,608,56,19,3.0,AC
335,3kvAC_026,0.24284065932145288,0.1503969312169312,0.079093125,0.0175872972972973,567,75,17,3.0,AC
336,3kvAC_027,0.23555814714064174,0.15237873544093178,0.056158695652173914,0.020658095238095243,601,64,24,3.0,AC
337,3kvAC_028,0.2395216487329857,0.1584659210526316,0.06746526315789474,0.020991290322580645,608,63,20,3.0,AC
338,3kvAC_029,0.2366162714836573,0.14591634266886325,0.11534181818181817,0.01859228571428571,607,71,12,3.0,AC
339,3kvAC_030,0.24705776722797765,0.15507710391822827,0.10682000000000001,0.02002246153846154,587,66,13,3.0,AC
340,3kvAC_031,0.24845662646652328,0.16269607973421926,0.08305800000000002,0.020658095238095243,602,64,16,3.0,AC
341,0.5kvAC_001,0.2302140142926624,0.13935149758454107,0.08523799999999998,0.02410111111111111,621,55,16,0.5,AC
342,0.5kvAC_002,0.22671080942431854,0.14926049766718505,0.04589678571428572,0.026029200000000002,643,51,29,0.5,AC
343,0.5kvAC_003,0.23108383304368826,0.15247032154340837,0.083276,0.021691,622,61,16,0.5,AC
344,0.5kvAC_004,0.24489718725571313,0.151832292358804,0.07139500000000001,0.018592285714285717,602,71,19,0.5,AC
345,0.5kvAC_005,0.23624335216414222,0.15935871710526317,0.09132642857142859,0.028921333333333334,608,46,15,0.5,AC
346,0.5kvAC_006,0.2450661779673347,0.15344939799331106,0.06798157894736843,0.0216365,598,61,20,0.5,AC
347,0.5kvAC_007,0.23201415307061715,0.15251195476575122,0.051273599999999996,0.02649367346938776,619,50,26,0.5,AC
348,0.5kvAC_008,0.22641899296737872,0.15029888888888887,0.079910625,0.02117459016393443,648,62,17,0.5,AC
349,0.5kvAC_009,0.24023621160085037,0.15240477611940298,0.127203,0.02755148936170213,603,48,11,0.5,AC
350,0.5kvAC_010,0.2398026008197926,0.15302745098039214,0.0512736,0.019424776119402985,612,68,26,0.5,AC
351,0.5kvAC_011,0.24043339874403827,0.1502889816360601,0.12785700000000003,0.024555849056603775,599,54,11,0.5,AC
352,0.5kvAC_012,0.24133022135490625,0.15670184210526317,0.08611,0.02205864406779661,608,60,16,0.5,AC
353,0.5kvAC_013,0.24240878115146985,0.15639130434782608,0.085238,0.025518823529411767,621,52,16,0.5,AC
354,0.5kvAC_014,0.23745134608982382,0.15700323966942148,0.11355818181818181,0.020022461538461538,605,66,12,0.5,AC
355,0.5kvAC_015,0.2232971703455561,0.136145386996904,0.14097333333333334,0.016643461538461538,646,79,10,0.5,AC
356,0.5kvAC_016,0.23722949901641902,0.1472642595673877,0.058711363636363645,0.018330422535211267,601,72,23,0.5,AC
357,0.5kvAC_017,0.23890624392000842,0.15920880398671097,0.0448457142857143,0.023181964285714285,602,57,29,0.5,AC
358,0.5kvAC_018,0.24129555877707703,0.16067541528239201,0.053954999999999996,0.022832631578947365,602,58,25,0.5,AC
359,0.5kvAC_019,0.2283078286453328,0.1431142405063291,0.07085000000000001,0.02238258620689655,632,59,19,0.5,AC
360,0.5kvAC_020,0.2401144843213052,0.15245704918032785,0.20546499999999998,0.023240357142857142,610,57,7,0.5,AC
361,0.5kvAC_021,0.23601430711538543,0.1566308766233766,0.06780947368421053,0.0322095,616,41,20,0.5,AC
362,0.5kvAC_022,0.24044425518110388,0.15966130434782608,0.04723333333333334,0.019139117647058827,598,69,28,0.5,AC
363,0.5kvAC_023,0.24085931919653192,0.1483858193979933,0.12556799999999996,0.021947796610169493,598,60,11,0.5,AC
364,0.5kvAC_024,0.22731210077913946,0.13992460799999998,0.0517968,0.022058644067796614,625,60,26,0.5,AC
365,0.5kvAC_025,0.24607386303554699,0.1657207130730051,0.061507142857142864,0.028776000000000003,589,46,22,0.5,AC
366,0.5kvAC_026,0.23441947693620938,0.1462917607973422,0.055447826086956545,0.023181964285714285,602,57,24,0.5,AC
367,0.5kvAC_027,0.23276052330009236,0.1486259330143541,0.08093249999999999,0.02243896551724138,627,59,17,0.5,AC
368,0.5kvAC_028,0.24069373776608274,0.15815303482587062,0.1021875,0.0203353125,603,65,13,0.5,AC
369,0.5kvAC_029,0.23838746747233208,0.15480147783251233,0.05737363636363637,0.01971909090909091,609,67,23,0.5,AC
370,0.5kvAC_030,0.24198433052114596,0.156082818336163,0.05245625,0.023123571428571427,589,57,25,0.5,AC
371,0.5kvAC_031,0.22796153034171698,0.147415980861244,0.06780947368421053,0.027113749999999995,627,49,20,0.5,AC
372,1kvDC_001,0.20401452398808503,0.12751373134328356,0.06490950000000002,0.017894166666666666,603,73,21,1.0,DC
373,1kvDC_002,0.21339833937964134,0.1315687563884157,0.071395,0.021228196721311477,587,62,19,1.0,DC
374,1kvDC_003,0.20397387728527383,0.12370960396039603,0.09109285714285716,0.0216365,606,61,15,1.0,DC
375,1kvDC_004,0.2065640919344571,0.11940049099836333,0.12524100000000002,0.01549357142857143,611,85,11,1.0,DC
376,1kvDC_005,0.20280240710354872,0.132254512987013,0.06660473684210527,0.027481914893617024,616,48,20,1.0,DC
377,1kvDC_006,0.19823456659055638,0.11659314009661834,0.10600250000000004,0.013556875000000001,621,97,13,1.0,DC
378,1kvDC_007,0.21168360961501387,0.1357319801980198,0.126549,0.022269827586206895,606,59,11,1.0,DC
379,1kvDC_008,0.21017683402047826,0.12599889632107023,0.05826545454545456,0.016474177215189876,598,80,23,1.0,DC
380,1kvDC_009,0.2074969861102607,0.12945512437810947,0.12752999999999998,0.022382586206896555,603,59,11,1.0,DC
381,1kvDC_010,0.20482996519591148,0.11880637873754153,0.125895,0.01531129411764706,602,86,11,1.0,DC
382,1kvDC_011,0.20571327601368308,0.12581610648918468,0.08175,0.017828219178082194,601,74,16,1.0,DC
383,1kvDC_012,0.21101322734894673,0.1314202662229617,0.07501764705882354,0.016685384615384616,601,79,18,1.0,DC
384,1kvDC_013,0.20806230925633412,0.12466109028960819,0.1027325,0.016067407407407405,587,82,13,1.0,DC
385,1kvDC_014,0.20773495685353996,0.12028967959527824,0.09784846153846155,0.01782821917808219,593,74,14,1.0,DC
386,1kvDC_015,0.2016064389948041,0.12111150242326332,0.0632745,0.017783424657534245,619,74,21,1.0,DC
387,1kvDC_016,0.19809479396473387,0.11229477272727273,0.21145999999999998,0.011772000000000001,616,111,7,1.0,DC
388,1kvDC_017,0.20680593354645885,0.12753536945812807,0.08523799999999998,0.016268249999999998,609,81,16,1.0,DC
389,1kvDC_018,0.21119556726917935,0.12175484745762713,0.302475,0.016391392405063293,590,80,5,1.0,DC
390,1kvDC_019,0.20792986449812734,0.1289572964169381,0.0757870588235294,0.019139117647058824,614,69,18,1.0,DC
391,1kvDC_020,0.1989247323970037,0.12271244732576987,0.055305652173913054,0.018592285714285714,617,71,24,1.0,DC
392,1kvDC_021,0.20043269375207864,0.11795281553398056,0.06166285714285716,0.01833042253521127,618,72,22,1.0,DC
393,1kvDC_022,0.20590220870428877,0.12288486754966887,0.09837250000000002,0.01626825,604,81,13,1.0,DC
394,1kvDC_023,0.20492382727422032,0.12132903010033443,0.11445,0.014789318181818183,598,89,12,1.0,DC
395,1kvDC_024,0.19967201552064062,0.11216474631751226,0.103005,0.012050555555555556,611,109,13,1.0,DC
396,1kvDC_025,0.202575523812002,0.11899557024793389,0.0746329411764706,0.014146304347826088,605,93,18,1.0,DC
397,1kvDC_026,0.21020686930931046,0.12245960199004977,0.084584,0.01564084337349398,603,84,16,1.0,DC
398,1kvDC_027,0.20922359459881987,0.1320127152317881,0.06057285714285715,0.021947796610169497,604,60,22,1.0,DC
399,1kvDC_028,0.2058491964279721,0.13046818330605564,0.23707499999999998,0.01962,611,67,5,1.0,DC
400,1kvDC_029,0.19915836703446024,0.10652908783783784,0.07048666666666666,0.01216317757009346,592,108,19,1.0,DC
401,1kvDC_030,0.19579330657024924,0.10325800332778702,0.09109285714285716,0.013383402061855669,601,98,15,1.0,DC
402,1kvDC_031,0.2063044549009025,0.1257751,0.06763736842105264,0.01782821917808219,600,74,20,1.0,DC
403,2.1kvAC_001,0.20479845797391313,0.11874221848739495,0.06921499999999998,0.01833042253521127,595,72,19,2.1,AC
404,2.1kvAC_002,0.19865968388746116,0.12953119873817034,0.11355818181818184,0.027045625,634,49,12,2.1,AC
405,2.1kvAC_003,0.20230178574209215,0.13695529411764704,0.03653057142857142,0.021582,629,61,36,2.1,AC
406,2.1kvAC_004,0.2054972273020164,0.12246470588235293,0.06425550000000001,0.01478931818181818,612,89,21,2.1,AC
407,2.1kvAC_005,0.20846607341862428,0.12050895867768593,0.127203,0.014424333333333336,605,91,11,2.1,AC
408,2.1kvAC_006,0.21413849613806593,0.13467394342762065,0.11058545454545454,0.01712447368421053,601,77,12,2.1,AC
409,2.1kvAC_007,0.20609926863542188,0.13126412903225806,0.07085,0.021636500000000003,620,61,19,2.1,AC
410,2.1kvAC_008,0.1992073597525144,0.13026343653250771,0.052864999999999995,0.02769063829787234,646,48,25,2.1,AC
411,2.1kvAC_009,0.1954794017733233,0.11494231378763864,0.064419,0.017984999999999998,631,73,21,2.1,AC
412,2.1kvAC_010,0.1948573396414242,0.12425999999999997,0.07482529411764706,0.019278358208955224,642,68,18,2.1,AC
413,2.1kvAC_011,0.19972933220237882,0.12813061224489797,0.14061,0.02354400000000001,637,56,10,2.1,AC
414,2.1kvAC_012,0.19908006906923273,0.10798504918032786,0.13952,0.016227375,610,81,10,2.1,AC
415,2.1kvAC_013,0.21069112816446817,0.13036988195615512,0.14024666666666666,0.01854557142857143,593,71,10,2.1,AC
416,2.1kvAC_014,0.20285381156056345,0.1262303846153846,0.12753,0.02002246153846154,624,66,11,2.1,AC
417,2.1kvAC_015,0.2098239140957084,0.12664303921568626,0.07617176470588234,0.018545571428571436,612,71,18,2.1,AC
418,2.1kvAC_016,0.2065215570209383,0.13138692307692304,0.09709384615384618,0.017984999999999998,624,73,14,2.1,AC
419,2.1kvAC_017,0.2155463701617306,0.13068934010152283,0.079501875,0.019424776119402982,591,68,17,2.1,AC
420,2.1kvAC_018,0.20353618541456633,0.11883526490066225,0.15409874999999998,0.01685961038961039,604,78,9,2.1,AC
421,2.1kvAC_019,0.21085279906641585,0.12503669535283993,0.10315363636363636,0.01708144736842105,581,77,12,2.1,AC
422,2.1kvAC_020,0.19722388267391536,0.11365066666666666,0.11623363636363636,0.01527282352941177,630,86,12,2.1,AC
423,2.1kvAC_021,0.2030576534165631,0.11037607973421928,0.08011499999999999,0.015640843373493977,602,84,17,2.1,AC
424,2.1kvAC_022,0.2087517183483748,0.12775789303079418,0.11593636363636364,0.021582,617,61,12,2.1,AC
425,2.1kvAC_023,0.2030292535617794,0.12743215748031497,0.14097333333333334,0.021335409836065574,635,62,10,2.1,AC
426,2.1kvAC_024,0.20634066835967205,0.13426420545746387,0.07085000000000001,0.025963800000000002,623,51,19,2.1,AC
427,2.1kvAC_025,0.2026473653222744,0.12472346456692913,0.077866875,0.022058644067796614,635,60,17,2.1,AC
428,2.1kvAC_026,0.20607558666424178,0.12921617792421747,0.07424823529411764,0.02437075471698113,607,54,18,2.1,AC
429,2.1kvAC_027,0.20385664102051448,0.11616850082372321,0.253752,0.014146304347826088,607,93,6,2.1,AC
430,2.1kvAC_028,0.20389379560404888,0.12175265175718851,0.09132642857142857,0.01668538461538462,626,79,15,2.1,AC
431,2.1kvAC_029,0.20944212279422322,0.135540192,0.08969142857142857,0.02398,625,55,15,2.1,AC
432,2.1kvAC_030,0.20090736685726063,0.12867369458128078,0.07066833333333333,0.02507,609,52,19,2.1,AC
433,2.1kvAC_031,0.20112269734768773,0.12215032258064513,0.08545600000000002,0.018330422535211274,620,72,16,2.1,AC
434,2.3kvAC_001,0.17281426644583428,0.09756356020942408,0.1054575,0.013888709677419352,573,94,13,2.3,AC
435,2.3kvAC_002,0.1766014154412402,0.10570594227504244,0.08478642857142857,0.015825185185185185,589,82,15,2.3,AC
436,2.3kvAC_003,0.18358404686915653,0.10151945155393052,0.14024666666666666,0.01415802197802198,547,92,10,2.3,AC
437,2.3kvAC_004,0.18358404686915653,0.10151945155393052,0.14024666666666666,0.01415802197802198,547,92,10,2.3,AC
438,2.3kvAC_005,0.1756185105774887,0.09917852631578947,0.1528725,0.014808965517241382,570,88,9,2.3,AC
439,2.3kvAC_006,0.16641735676656844,0.09298224598930482,0.15614250000000002,0.014771379310344829,561,88,9,2.3,AC
440,2.3kvAC_007,0.17491182621716697,0.10137,0.13370666666666664,0.01386195652173913,590,93,10,2.3,AC
441,2.3kvAC_008,0.17030437952551924,0.0958448275862069,0.13225333333333333,0.014943139534883723,580,87,10,2.3,AC
442,2.3kvAC_009,0.17251229113661895,0.10309916230366492,0.058704285714285716,0.017757916666666665,573,73,22,2.3,AC
443,2.3kvAC_010,0.1627575419987281,0.08998492146596858,0.11445,0.016225822784810127,573,80,12,2.3,AC
444,2.3kvAC_011,0.18338678228080113,0.11108555956678699,0.11504454545454547,0.01857739130434783,554,70,12,2.3,AC
445,2.3kvAC_012,0.17068728084176782,0.09424545132743362,0.12875625,0.014640681818181818,565,89,9,2.3,AC
446,2.3kvAC_013,0.17076000714765419,0.10692519134775375,0.11207181818181816,0.01942181818181818,601,67,12,2.3,AC
447,2.3kvAC_014,0.17852360009127283,0.10939010526315787,0.09583615384615385,0.021364,570,61,14,2.3,AC
448,2.3kvAC_015,0.17575229651009222,0.09907355516637477,0.08523799999999998,0.014086153846153845,571,92,16,2.3,AC
449,2.3kvAC_016,0.17416620500804142,0.1108222564102564,0.08899071428571428,0.017649041095890407,585,74,15,2.3,AC
450,2.3kvAC_017,0.17651431497690329,0.10328922547332185,0.0906257142857143,0.015946296296296295,581,82,15,2.3,AC
451,2.3kvAC_018,0.1674690012126982,0.09478566101694916,0.14061,0.01736635135135135,590,75,10,2.3,AC
452,2.3kvAC_019,0.17035202349360504,0.0951243,0.08875714285714284,0.01784875,600,73,15,2.3,AC
453,2.3kvAC_020,0.18198591853921522,0.09924097122302158,0.11445,0.013810531914893617,556,95,12,2.3,AC
454,2.3kvAC_021,0.18365629894389565,0.10874376130198912,0.06712105263157896,0.01703842105263158,553,77,20,2.3,AC
455,2.3kvAC_022,0.17963201185753291,0.10988095890410958,0.09784846153846154,0.018030416666666667,584,73,14,2.3,AC
456,2.3kvAC_023,0.18009701023624608,0.10736223350253807,0.07786687499999999,0.023544000000000002,591,56,17,2.3,AC
457,2.3kvAC_024,0.17343555115183695,0.09974941798941798,0.09759692307692308,0.016023,567,81,14,2.3,AC
458,2.3kvAC_025,0.17962486877802977,0.10595927586206896,0.08567400000000001,0.017233783783783783,580,75,16,2.3,AC
459,2.3kvAC_026,0.16775004392369394,0.09533817567567567,0.1123690909090909,0.01511894117647059,592,86,12,2.3,AC
460,2.3kvAC_027,0.17322934713934185,0.09616094736842104,0.11355818181818188,0.016225822784810127,570,80,12,2.3,AC
461,2.3kvAC_028,0.17448573926722966,0.08484356115107913,0.21037000000000003,0.011577567567567568,556,112,7,2.3,AC
462,2.3kvAC_029,0.16876834988714343,0.09006679646017698,0.13588666666666668,0.01545464285714286,565,85,10,2.3,AC
463,2.3kvAC_030,0.17626203615225589,0.10771287234042554,0.08414799999999999,0.016433846153846157,564,79,16,2.3,AC
464,2.3kvAC_031,0.17141529479426815,0.09919738983050846,0.06815368421052631,0.014279,590,91,20,2.3,AC
465,1.7kvAC_001,0.19047669457722122,0.11721859999999996,0.09835153846153846,0.0264269387755102,600,50,14,1.7,AC
466,1.7kvAC_002,0.18559073132555212,0.10814199324324325,0.09960923076923077,0.021582,592,61,14,1.7,AC
467,1.7kvAC_003,0.1901723826911944,0.12287783505154638,0.06343800000000001,0.02935568181818182,582,45,21,1.7,AC
